t,noisy_i,v
0.137,0.465186947291812,10
0.138,0.424070034364377,10
0.139,0.444924720395832,10
0.14,0.457903534858313,10
0.141,0.454128966662797,10
0.142,0.460356577857254,10
0.143,0.438127792881081,10
0.144,0.460749574887291,10
0.145,0.4100812250384,10
0.146,0.468928539343877,10
0.147,0.494847708087973,10
0.148,0.453194477169257,10
0.149,0.461974023473205,10
0.15,0.52614362391598,10
0.151,0.461114448034554,10
0.152,0.4759530945474,10
0.153,0.497016826137178,10
0.154,0.448422996361616,10
0.155,0.487758265656623,10
0.156,0.518050453208156,10
0.157,0.498008682924718,10
0.158,0.493997209754063,10
0.159,0.439152816312007,10
0.16,0.457517851266108,10
0.161,0.431199505322592,10
0.162,0.467200188179596,10
0.163,0.511865836051508,10
0.164,0.502304175459109,10
0.165,0.476538999951813,10
0.166,0.586534425731757,10
0.167,0.494263911581025,10
0.168,0.517943402701628,10
0.169,0.518634640489519,10
0.17,0.526932062647675,10
0.171,0.551736904694689,10
0.172,0.455142028399922,10
0.173,0.481122940829702,10
0.174,0.479078697591811,10
0.175,0.547622911983669,10
0.176,0.537726067324465,10
0.177,0.540396676402663,10
0.178,0.545788018640267,10
0.179,0.582101876414391,10
0.18,0.537426362848093,10
0.181,0.500405062218325,10
0.182,0.521547632385985,10
0.183,0.521334891690215,10
0.184,0.517931702208168,10
0.185,0.565612479009176,10
0.186,0.516431846276057,10
0.187,0.560072263939759,10
0.188,0.614370096248074,10
0.189,0.534704611617063,10
0.19,0.56485501538785,10
0.191,0.548218022378004,10
0.192,0.546271929875717,10
0.193,0.630106655729394,10
0.194,0.566793591232027,10
0.195,0.551653627009813,10
0.196,0.556611956703851,10
0.197,0.571768864192254,10
0.198,0.604819873263468,10
0.199,0.574062087487194,10
0.2,0.639517759911639,10
0.201,0.598705238830567,10
0.202,0.619068781805083,10
0.203,0.573385825548964,10
0.204,0.598776118936411,10
0.205,0.627837215387291,10
0.206,0.59392710116771,10
0.207,0.598094328099373,10
0.208,0.62249318731346,10
0.209,0.626906870777531,10
0.21,0.589807331522617,10
0.211,0.640100422232655,10
0.212,0.677894731722268,10
0.213,0.692854832821973,10
0.214,0.589741193079454,10
0.215,0.694256459538039,10
0.216,0.699544547478142,10
0.217,0.663287060815041,10
0.218,0.626119805524414,10
0.219,0.676048091681276,10
0.22,0.663313069508341,10
0.221,0.623217383480216,10
0.222,0.651486843687521,10
0.223,0.653552252529828,10
0.224,0.69154198969578,10
0.225,0.675405284269766,10
0.226,0.64526293317239,10
0.227,0.713811152575445,10
0.228,0.717225639952801,10
0.229,0.685503601188632,10
0.23,0.703268519214788,10
0.231,0.698736285274438,10
0.232,0.693553302594076,10
0.233,0.638246321066728,10
0.234,0.732726901231585,10
0.235,0.666032272809876,10
0.236,0.692075920557934,10
0.237,0.725813752844314,10
0.238,0.745040586865384,10
0.239,0.662920745822815,10
0.24,0.698569856713608,10
0.241,0.668499621127518,10
0.242,0.756405072938305,10
0.243,0.712317199319492,10
0.244,0.700893632456624,10
0.245,0.656024650522264,10
0.246,0.685669501447841,10
0.247,0.712249215026332,10
0.248,0.781407287246729,10
0.249,0.73087180935292,10
0.25,0.727085232252958,10
0.251,0.74687656161406,10
0.252,0.73786343952843,10
0.253,0.749585675674071,10
0.254,0.768986328865715,10
0.255,0.752476383105313,10
0.256,0.7738905738177,10
0.257,0.751051884704875,10
0.258,0.739699257160491,10
0.259,0.794974561565112,10
0.26,0.773845849461162,10
0.261,0.739911436536823,10
0.262,0.740959435996828,10
0.263,0.83128525144268,10
0.264,0.78444105329391,10
0.265,0.698751497697645,10
0.266,0.769401051538325,10
0.267,0.814358943914109,10
0.268,0.795725062792682,10
0.269,0.766164551039823,10
0.27,0.796199482480871,10
0.271,0.722853039394315,10
0.272,0.816735460694868,10
0.273,0.827934147762416,10
0.274,0.778269882572397,10
0.275,0.809585196473927,10
0.276,0.85725030630795,10
0.277,0.792173761049507,10
0.278,0.8323089111785,10
0.279,0.814321067850954,10
0.28,0.820798262121144,10
0.281,0.900624004194091,10
0.282,0.865495371338219,10
0.283,0.795681129883178,10
0.284,0.79153059122761,10
0.285,0.783183515133911,10
0.286,0.84446424704415,10
0.287,0.884084921041326,10
0.288,0.814038518408882,10
0.289,0.82406857362185,10
0.29,0.866585606259203,10
0.291,0.863889640361366,10
0.292,0.873913105354463,10
0.293,0.866664720013217,10
0.294,0.846685419823474,10
0.295,0.840787548641137,10
0.296,0.836170333521958,10
0.297,0.857415358377608,10
0.298,0.834043375665646,10
0.299,0.863523854685391,10
0.3,0.846085597219961,10
0.301,0.834644487468173,10
0.302,0.880668530964109,10
0.303,0.898365418234709,10
0.304,0.947983101590265,10
0.305,0.913429257658892,10
0.306,0.838642580888822,10
0.307,0.903509346814024,10
0.308,0.822858096149193,10
0.309,0.87966496235963,10
0.31,0.88563933112625,10
0.311,0.898135895534196,10
0.312,0.913615431668276,10
0.313,0.915738096539611,10
0.314,0.889634331104785,10
0.315,0.923496199874735,10
0.316,0.900839922544288,10
0.317,0.888266058639595,10
0.318,0.902805289011159,10
0.319,0.851478995192546,10
0.32,0.93906988581552,10
0.321,0.91741353997654,10
0.322,0.958437198833305,10
0.323,0.917446241589701,10
0.324,0.844102122747978,10
0.325,0.95445502271251,10
0.326,0.927231280164838,10
0.327,0.975077342234853,10
0.328,0.946137119404015,10
0.329,0.898439906917962,10
0.33,0.904747966658741,10
0.331,0.953316936126586,10
0.332,0.97027592219103,10
0.333,0.940999725060931,10
0.334,0.943009092602947,10
0.335,0.943526249905214,10
0.336,0.924858749356419,10
0.337,0.988969273688172,10
0.338,0.940893090764413,10
0.339,0.932793359190325,10
0.34,0.924837468728657,10
0.341,0.997236061133101,10
0.342,0.949462291600685,10
0.343,0.945539862207667,10
0.344,0.957453868017546,10
0.345,0.945815323316843,10
0.346,0.965055607438054,10
0.347,0.961406364584394,10
0.348,0.960153750908865,10
0.349,0.97381100477844,10
0.35,1.01063957621425,10
0.351,0.928106970124861,10
0.352,0.991468980014956,10
0.353,0.948569735771956,10
0.354,0.880158708446665,10
0.355,0.988382075362273,10
0.356,1.02208438340926,10
0.357,1.03090588449699,10
0.358,1.02997138454849,10
0.359,1.01619550382352,10
0.36,0.967553748868162,10
0.361,1.04326806822783,10
0.362,0.97666548153141,10
0.363,1.00569089149461,10
0.364,1.01676255318134,10
0.365,0.985179687930403,10
0.366,1.0073580874797,10
0.367,0.988012543885659,10
0.368,1.09328127382383,10
0.369,0.995288663134816,10
0.37,1.02664259533439,10
0.371,1.01682572242055,10
0.372,1.02191232498161,10
0.373,1.02674751885851,10
0.374,1.04604133404405,10
0.375,1.06970292216499,10
0.376,0.979442356432731,10
0.377,1.05234504376869,10
0.378,1.05666753214519,10
0.379,1.03106021625684,10
0.38,0.986495408748814,10
0.381,1.11803838922216,10
0.382,1.03892770246402,10
0.383,1.08559756555882,10
0.384,1.05880999081708,10
0.385,1.089536700676,10
0.386,1.05627842047149,10
0.387,1.06606133636245,10
0.388,1.08221280279953,10
0.389,1.08623378394351,10
0.39,1.09708124465651,10
0.391,1.05365333958936,10
0.392,1.09762726255296,10
0.393,1.07512811966246,10
0.394,1.03208987434891,10
0.395,1.08547538408773,10
0.396,1.11760426663967,10
0.397,1.11320873030315,10
0.398,1.10787301990876,10
0.399,1.11419465412372,10
0.4,1.10289856266006,10
0.401,1.14170796233969,10
0.402,1.14522908780083,10
0.403,1.08765856353575,10
0.404,1.08531785882667,10
0.405,1.09589139032722,10
0.406,1.09803256812119,10
0.407,1.06816509063894,10
0.408,1.11144440601322,10
0.409,1.12842107957412,10
0.41,1.12572033175951,10
0.411,1.17365042992256,10
0.412,1.12686434080345,10
0.413,1.12903905902386,10
0.414,1.13856351874824,10
0.415,1.10843390079877,10
0.416,1.15189970466456,10
0.417,1.18255139101001,10
0.418,1.16935998303549,10
0.419,1.18237463243573,10
0.42,1.14471347055052,10
0.421,1.10641383856877,10
0.422,1.09057897693193,10
0.423,1.16437128198964,10
0.424,1.17169867019683,10
0.425,1.14040439429397,10
0.426,1.16245421161114,10
0.427,1.12704854048191,10
0.428,1.143246663543,10
0.429,1.20540257937753,10
0.43,1.18894120897851,10
0.431,1.13502228869973,10
0.432,1.17787593381985,10
0.433,1.10334735164406,10
0.434,1.18339386865161,10
0.435,1.18890433780284,10
0.436,1.1452838386859,10
0.437,1.12695520661181,10
0.438,1.21890271789147,10
0.439,1.23272724161162,10
0.44,1.18224302892467,10
0.441,1.17170954571009,10
0.442,1.14957751063158,10
0.443,1.20860465442588,10
0.444,1.18386989624605,10
0.445,1.15259726579613,10
0.446,1.18509803842636,10
0.447,1.22396056529159,10
0.448,1.19596011803137,10
0.449,1.21314270351686,10
0.45,1.18194035596896,10
0.451,1.19618148435695,10
0.452,1.24082227421097,10
0.453,1.21164529069711,10
0.454,1.2367993216204,10
0.455,1.24016417846864,10
0.456,1.22346178773317,10
0.457,1.24957886084925,10
0.458,1.23860001722565,10
0.459,1.19590790020096,10
0.46,1.26454983652056,10
0.461,1.2123851969032,10
0.462,1.17035242056046,10
0.463,1.25687150629,10
0.464,1.21361258553686,10
0.465,1.28948640238065,10
0.466,1.19585671658394,10
0.467,1.18282827042566,10
0.468,1.2217170338067,10
0.469,1.22758516754337,10
0.47,1.25137254471201,10
0.471,1.27829600317757,10
0.472,1.28423665384981,10
0.473,1.22685713884521,10
0.474,1.25329188301269,10
0.475,1.23696312549735,10
0.476,1.29296683977186,10
0.477,1.301821847256,10
0.478,1.28172816961238,10
0.479,1.22030867375629,10
0.48,1.26470296569976,10
0.481,1.30332262672232,10
0.482,1.27812043098675,10
0.483,1.2746533792969,10
0.484,1.28331550820857,10
0.485,1.32206355819117,10
0.486,1.29092247730987,10
0.487,1.2387754810641,10
0.488,1.23100234109714,10
0.489,1.28122339217282,10
0.49,1.32260575105351,10
0.491,1.30994215329142,10
0.492,1.29799700957144,10
0.493,1.26708402561015,10
0.494,1.31930501198813,10
0.495,1.28220273495007,10
0.496,1.27346307353948,10
0.497,1.30296001952497,10
0.498,1.28621188851054,10
0.499,1.30128334871161,10
0.5,1.35157331339697,10
0.501,1.28762134534077,10
0.502,1.26920190119522,10
0.503,1.29310575633651,10
0.504,1.32421265572219,10
0.505,1.38313792632096,10
0.506,1.34532728849314,10
0.507,1.32428510287503,10
0.508,1.34292286983653,10
0.509,1.35592730344525,10
0.51,1.34713744828382,10
0.511,1.30596644171221,10
0.512,1.38969679584131,10
0.513,1.30229105808867,10
0.514,1.33721438784653,10
0.515,1.29783388995111,10
0.516,1.35510896578493,10
0.517,1.33955931771435,10
0.518,1.33910272739417,10
0.519,1.38354752967196,10
0.52,1.32100964442009,10
0.521,1.41283821134978,10
0.522,1.38493375095853,10
0.523,1.3615165355793,10
0.524,1.33992703706663,10
0.525,1.38978339655148,10
0.526,1.37400957101233,10
0.527,1.35960356748389,10
0.528,1.41446965407587,10
0.529,1.40309902885841,10
0.53,1.3566220119686,10
0.531,1.41682343106452,10
0.532,1.36295390136252,10
0.533,1.32446225315764,10
0.534,1.36673946840827,10
0.535,1.39216104661724,10
0.536,1.38178708258821,10
0.537,1.35933339146658,10
0.538,1.3357548562048,10
0.539,1.40648207285166,10
0.54,1.382105764965,10
0.541,1.38409637613217,10
0.542,1.3446395277662,10
0.543,1.42957788421631,10
0.544,1.39249857877764,10
0.545,1.44248566246227,10
0.546,1.37297824459369,10
0.547,1.43396832885276,10
0.548,1.37922762297681,10
0.549,1.34682538778604,10
0.55,1.4036166830187,10
0.551,1.40565320615616,10
0.552,1.43040352626238,10
0.553,1.42233617567473,10
0.554,1.45554698136944,10
0.555,1.4229383787923,10
0.556,1.41824700366815,10
0.557,1.36573617500565,10
0.558,1.40715879670391,10
0.559,1.42850625228024,10
0.56,1.43716359482069,10
0.561,1.38270379377179,10
0.562,1.46698716098965,10
0.563,1.46202229595052,10
0.564,1.40088208871923,10
0.565,1.37615750428213,10
0.566,1.45403108057324,10
0.567,1.4410732757301,10
0.568,1.44178719550148,10
0.569,1.40269027135913,10
0.57,1.51676235581435,10
0.571,1.42614558633987,10
0.572,1.45458762624812,10
0.573,1.42545225914808,10
0.574,1.38220990958288,10
0.575,1.43659599901586,10
0.576,1.47339808478946,10
0.577,1.43285207748472,10
0.578,1.44420142840826,10
0.579,1.45621245191237,10
0.58,1.49422371471861,10
0.581,1.478787162825,10
0.582,1.49256127642338,10
0.583,1.49316377925628,10
0.584,1.45674992059755,10
0.585,1.52483716078852,10
0.586,1.49979371479745,10
0.587,1.4287539281447,10
0.588,1.5084224020535,10
0.589,1.44340568258509,10
0.59,1.52152902773559,10
0.591,1.49327582523592,10
0.592,1.49630056311173,10
0.593,1.50955202318248,10
0.594,1.52603298576221,10
0.595,1.48241495139886,10
0.596,1.47114447105754,10
0.597,1.54145863490177,10
0.598,1.5237151451837,10
0.599,1.44414284343513,10
0.6,1.50459593328635,10
0.601,1.50172584856284,10
0.602,1.47745213943168,10
0.603,1.48995615476859,10
0.604,1.53400312090921,10
0.605,1.58180254826653,10
0.606,1.54934416114074,10
0.607,1.49791829603515,10
0.608,1.5114922103692,10
0.609,1.51047136175753,10
0.61,1.52347206899855,10
0.611,1.51887162746415,10
0.612,1.5060241744282,10
0.613,1.52040139934416,10
0.614,1.51111237835403,10
0.615,1.57228143405103,10
0.616,1.5528903170922,10
0.617,1.56001296297354,10
0.618,1.53278461054688,10
0.619,1.5295201829096,10
0.62,1.56279576630543,10
0.621,1.49912721756548,10
0.622,1.60124921743294,10
0.623,1.58706653305432,10
0.624,1.6047583452374,10
0.625,1.55402402757994,10
0.626,1.57592884643967,10
0.627,1.50456618208507,10
0.628,1.51725649419966,10
0.629,1.55349900744705,10
0.63,1.52371473363623,10
0.631,1.54251509797249,10
0.632,1.5681863026059,10
0.633,1.56454232616286,10
0.634,1.55355730970834,10
0.635,1.50504148208407,10
0.636,1.55118170870838,10
0.637,1.53207693598356,10
0.638,1.57347176680621,10
0.639,1.54873736578753,10
0.64,1.60759421334153,10
0.641,1.57386079324161,10
0.642,1.59795643151635,10
0.643,1.5848787118757,10
0.644,1.5985690618048,10
0.645,1.54003065463165,10
0.646,1.60469441692225,10
0.647,1.57588810131403,10
0.648,1.5485058015747,10
0.649,1.5993109103594,10
0.65,1.55258848948965,10
0.651,1.6324367497246,10
0.652,1.5598013667538,10
0.653,1.6195425787511,10
0.654,1.64064132724366,10
0.655,1.61888273640232,10
0.656,1.54494088183336,10
0.657,1.57899662103501,10
0.658,1.64633016454988,10
0.659,1.62633941366397,10
0.66,1.65570533300601,10
0.661,1.63227804358236,10
0.662,1.64560389206919,10
0.663,1.63592175513047,10
0.664,1.60571180934491,10
0.665,1.6356913781656,10
0.666,1.63002411624085,10
0.667,1.6737276139183,10
0.668,1.65183287255732,10
0.669,1.59255223529106,10
0.67,1.66756961175351,10
0.671,1.63504573766097,10
0.672,1.64248245239247,10
0.673,1.63754090089497,10
0.674,1.6608107099105,10
0.675,1.65443889995124,10
0.676,1.61324615483768,10
0.677,1.6028109127515,10
0.678,1.63998598451925,10
0.679,1.68005577240846,10
0.68,1.68910916874107,10
0.681,1.64138752142306,10
0.682,1.65576810268435,10
0.683,1.68203669565918,10
0.684,1.645687505665,10
0.685,1.64936759549227,10
0.686,1.65899213331656,10
0.687,1.65475961864431,10
0.688,1.66035127089416,10
0.689,1.68460105653105,10
0.69,1.66282074132935,10
0.691,1.67858311028337,10
0.692,1.68771308195649,10
0.693,1.59459303916301,10
0.694,1.6715846477801,10
0.695,1.68156663179415,10
0.696,1.73797888155479,10
0.697,1.69326863987999,10
0.698,1.65859117200524,10
0.699,1.64159392368465,10
0.7,1.7262997649204,10
0.701,1.67669415788843,10
0.702,1.61257403964012,10
0.703,1.69964739380579,10
0.704,1.67046949207661,10
0.705,1.73555720702534,10
0.706,1.6911944713177,10
0.707,1.67205662847266,10
0.708,1.63459948520942,10
0.709,1.68516249515172,10
0.71,1.6484675276794,10
0.711,1.64748237587694,10
0.712,1.74542669024391,10
0.713,1.69976158913181,10
0.714,1.67459627169026,10
0.715,1.71423528713318,10
0.716,1.69940060487269,10
0.717,1.73972806903331,10
0.718,1.64403725026552,10
0.719,1.73456150848914,10
0.72,1.73715719550792,10
0.721,1.7180162356095,10
0.722,1.70955021362833,10
0.723,1.69493943443221,10
0.724,1.70740637079426,10
0.725,1.7376124804531,10
0.726,1.71470879010249,10
0.727,1.69250595645024,10
0.728,1.71036602239996,10
0.729,1.74337462702053,10
0.73,1.7474464668688,10
0.731,1.6867979209465,10
0.732,1.72179344586227,10
0.733,1.73973466158743,10
0.734,1.74478748104726,10
0.735,1.72371353257743,10
0.736,1.78420327964067,10
0.737,1.72146403153618,10
0.738,1.73107950455014,10
0.739,1.74813398776257,10
0.74,1.76371498288034,10
0.741,1.73006117840773,10
0.742,1.7548228724757,10
0.743,1.71958980097689,10
0.744,1.7523165665901,10
0.745,1.7856686648362,10
0.746,1.77651358639365,10
0.747,1.75784035845173,10
0.748,1.82937735709438,10
0.749,1.74778973750401,10
0.75,1.73529701344253,10
0.751,1.76687389745436,10
0.752,1.7456050369083,10
0.753,1.7544065790801,10
0.754,1.7925819972355,10
0.755,1.70681222081542,10
0.756,1.80227925717898,10
0.757,1.67264490440961,10
0.758,1.75147089617483,10
0.759,1.82844606522216,10
0.76,1.77243369732375,10
0.761,1.7512177797202,10
0.762,1.80552448027614,10
0.763,1.79044029669436,10
0.764,1.78632797196476,10
0.765,1.79085472109601,10
0.766,1.79572084219595,10
0.767,1.82875275769359,10
0.768,1.80174268081143,10
0.769,1.90745498332309,10
0.77,1.81457653443338,10
0.771,1.83720489021865,10
0.772,1.75880872624872,10
0.773,1.80165367960134,10
0.774,1.78583011393011,10
0.775,1.8015795581586,10
0.776,1.78228744910092,10
0.777,1.77535230204164,10
0.778,1.84615825954215,10
0.779,1.84463156649574,10
0.78,1.80979544325193,10
0.781,1.81458574850455,10
0.782,1.83655039600407,10
0.783,1.8314784914164,10
0.784,1.79671679910923,10
0.785,1.73845581594384,10
0.786,1.80781567153588,10
0.787,1.7753990369972,10
0.788,1.79984313931742,10
0.789,1.94431826710032,10
0.79,1.79107665840881,10
0.791,1.779155095233,10
0.792,1.82537802113329,10
0.793,1.76659239949315,10
0.794,1.79807114587272,10
0.795,1.84272106499066,10
0.796,1.84129470313572,10
0.797,1.85999002546421,10
0.798,1.77649453652882,10
0.799,1.88240271338115,10
0.8,1.85711587101066,10
0.801,1.90582976185851,10
0.802,1.81557652818477,10
0.803,1.82040105404284,10
0.804,1.80126924508924,10
0.805,1.84615001418388,10
0.806,1.77805215739462,10
0.807,1.86469009185645,10
0.808,1.83650199051637,10
0.809,1.84197188234707,10
0.81,1.85270523930909,10
0.811,1.87520316396175,10
0.812,1.80031222479755,10
0.813,1.86545681697702,10
0.814,1.86347058193681,10
0.815,1.838719689443,10
0.816,1.85106064710225,10
0.817,1.82071385164706,10
0.818,1.86899311713045,10
0.819,1.83251798811851,10
0.82,1.86097821966659,10
0.821,1.83126964566491,10
0.822,1.86678797703006,10
0.823,1.82287701719027,10
0.824,1.86039961809325,10
0.825,1.90997719728349,10
0.826,1.89121811042532,10
0.827,1.88945625119337,10
0.828,1.86804142005494,10
0.829,1.91725789796434,10
0.83,1.91199962508755,10
0.831,1.9200463960339,10
0.832,1.87862692530455,10
0.833,1.91018578232906,10
0.834,1.93102922125453,10
0.835,1.88046383714882,10
0.836,1.86643645902026,10
0.837,1.92577280651539,10
0.838,1.90838720507332,10
0.839,1.90161172689469,10
0.84,1.85766432149652,10
0.841,1.88715141781473,10
0.842,1.92944905321235,10
0.843,1.88589837875713,10
0.844,1.91055531326331,10
0.845,1.90593893922026,10
0.846,1.92979043108989,10
0.847,1.86674303364758,10
0.848,1.93882070231408,10
0.849,1.9201305407381,10
0.85,1.91205912142254,10
0.851,1.91655283186199,10
0.852,1.88081651853833,10
0.853,1.9103914485881,10
0.854,1.89655207297421,10
0.855,1.93186340921764,10
0.856,1.90359724303025,10
0.857,1.96039551426756,10
0.858,1.92932918808033,10
0.859,1.92631740230859,10
0.86,1.8979176065462,10
0.861,1.9666357293208,10
0.862,1.96317739963819,10
0.863,1.92665512911171,10
0.864,1.94113830230347,10
0.865,2.00138418146483,10
0.866,1.92941009810751,10
0.867,1.91919855033284,10
0.868,1.92236567541334,10
0.869,1.98998611941772,10
0.87,1.94410069555563,10
0.871,1.94741307727796,10
0.872,1.95403058712442,10
0.873,1.9545182333935,10
0.874,1.88329696452353,10
0.875,1.89718811996935,10
0.876,1.93632277697316,10
0.877,1.95750641729374,10
0.878,1.93738586495449,10
0.879,1.92485141442999,10
0.88,1.90076665435921,10
0.881,1.96016521279748,10
0.882,2.03185692336392,10
0.883,1.95740538271799,10
0.884,1.91397733393596,10
0.885,1.95518089901908,10
0.886,1.95408445173017,10
0.887,1.97208270806413,10
0.888,2.00170010323869,10
0.889,1.96846105798517,10
0.89,1.98067077825309,10
0.891,1.96074502958368,10
0.892,1.95201285258092,10
0.893,1.94433435439603,10
0.894,2.01741598352579,10
0.895,2.00197412155452,10
0.896,1.95058016012717,10
0.897,1.9353262159786,10
0.898,2.02944737138973,10
0.899,1.93465157874496,10
0.9,1.96999680541549,10
0.901,1.96961873354846,10
0.902,2.00209283713196,10
0.903,2.01107169175227,10
0.904,2.00298736718801,10
0.905,1.95326163200801,10
0.906,2.00946614448493,10
0.907,1.96105943833021,10
0.908,1.98581805883568,10
0.909,2.03614823967811,10
0.91,2.01019090906827,10
0.911,1.95888550276867,10
0.912,2.01082834524431,10
0.913,2.01650518957488,10
0.914,1.967544891134,10
0.915,1.99399128244803,10
0.916,2.02817628820994,10
0.917,2.03769923231639,10
0.918,1.99369325703994,10
0.919,2.03181796681131,10
0.92,2.05192137594956,10
0.921,1.92790018728488,10
0.922,1.97686655984888,10
0.923,2.00284084771258,10
0.924,1.96957833238506,10
0.925,1.97108271677258,10
0.926,1.9792722524101,10
0.927,2.0184737535326,10
0.928,1.99492518891817,10
0.929,1.99715589136562,10
0.93,2.01650139915989,10
0.931,2.09694936944936,10
0.932,2.0613555392073,10
0.933,2.01624595636231,10
0.934,2.04793101582698,10
0.935,2.06064344265156,10
0.936,2.03710247579366,10
0.937,1.99127858594377,10
0.938,2.10518929268895,10
0.939,2.01412225144814,10
0.94,2.04029728335302,10
0.941,2.04690425262359,10
0.942,2.04896024205183,10
0.943,2.00887986700074,10
0.944,2.04529731242512,10
0.945,2.05240289344279,10
0.946,2.01221614317738,10
0.947,2.03969367122769,10
0.948,2.05561509093188,10
0.949,2.0265444271876,10
0.95,2.0155534581899,10
0.951,2.03595801951882,10
0.952,2.05931041179818,10
0.953,2.00835938989875,10
0.954,2.01931114328745,10
0.955,2.01606381908125,10
0.956,2.09117760670093,10
0.957,2.06571635904921,10
0.958,2.08018300584955,10
0.959,2.09518830694568,10
0.96,2.01883182473271,10
0.961,2.04419895941224,10
0.962,2.0890352402958,10
0.963,2.0487922167049,10
0.964,2.13761281588356,10
0.965,2.04104997181681,10
0.966,1.98395669939154,10
0.967,2.0483950261233,10
0.968,2.15227379990106,10
0.969,2.11618875399449,10
0.97,2.0527630650195,10
0.971,2.14372639637735,10
0.972,2.08926474127844,10
0.973,2.09312097115058,10
0.974,2.08104983247441,10
0.975,2.11770174249957,10
0.976,2.06962111530455,10
0.977,2.05159942796764,10
0.978,2.07567503717184,10
0.979,2.05535161264739,10
0.98,2.08778440176089,10
0.981,2.10601537716781,10
0.982,2.06522914128023,10
0.983,2.02165625897171,10
0.984,2.19019099762996,10
0.985,2.06693756523003,10
0.986,2.06684913655542,10
0.987,2.03739398901451,10
0.988,2.13965532426643,10
0.989,2.01758429108502,10
0.99,2.12540601356039,10
0.991,2.1078858129297,10
0.992,2.14087546020794,10
0.993,2.09309005043718,10
